C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset,..\PD\Lab2\dataset,class
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0000.jpg,..\Lab2\dataset\cat\0000.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0001.jpg,..\Lab2\dataset\cat\0001.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0002.jpg,..\Lab2\dataset\cat\0002.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0003.jpg,..\Lab2\dataset\cat\0003.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0004.jpg,..\Lab2\dataset\cat\0004.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0005.jpg,..\Lab2\dataset\cat\0005.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0006.jpg,..\Lab2\dataset\cat\0006.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0007.jpg,..\Lab2\dataset\cat\0007.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0008.jpg,..\Lab2\dataset\cat\0008.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0009.jpg,..\Lab2\dataset\cat\0009.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0010.jpg,..\Lab2\dataset\cat\0010.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0011.jpg,..\Lab2\dataset\cat\0011.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0012.jpg,..\Lab2\dataset\cat\0012.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0013.jpg,..\Lab2\dataset\cat\0013.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0014.jpg,..\Lab2\dataset\cat\0014.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0015.jpg,..\Lab2\dataset\cat\0015.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0016.jpg,..\Lab2\dataset\cat\0016.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0017.jpg,..\Lab2\dataset\cat\0017.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0018.jpg,..\Lab2\dataset\cat\0018.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0019.jpg,..\Lab2\dataset\cat\0019.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0020.jpg,..\Lab2\dataset\cat\0020.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0021.jpg,..\Lab2\dataset\cat\0021.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0022.jpg,..\Lab2\dataset\cat\0022.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0023.jpg,..\Lab2\dataset\cat\0023.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0024.jpg,..\Lab2\dataset\cat\0024.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0025.jpg,..\Lab2\dataset\cat\0025.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0026.jpg,..\Lab2\dataset\cat\0026.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0027.jpg,..\Lab2\dataset\cat\0027.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0028.jpg,..\Lab2\dataset\cat\0028.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0029.jpg,..\Lab2\dataset\cat\0029.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0030.jpg,..\Lab2\dataset\cat\0030.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0031.jpg,..\Lab2\dataset\cat\0031.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0032.jpg,..\Lab2\dataset\cat\0032.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0033.jpg,..\Lab2\dataset\cat\0033.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0034.jpg,..\Lab2\dataset\cat\0034.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0035.jpg,..\Lab2\dataset\cat\0035.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0036.jpg,..\Lab2\dataset\cat\0036.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0037.jpg,..\Lab2\dataset\cat\0037.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0038.jpg,..\Lab2\dataset\cat\0038.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0039.jpg,..\Lab2\dataset\cat\0039.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0040.jpg,..\Lab2\dataset\cat\0040.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0041.jpg,..\Lab2\dataset\cat\0041.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0042.jpg,..\Lab2\dataset\cat\0042.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0043.jpg,..\Lab2\dataset\cat\0043.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0044.jpg,..\Lab2\dataset\cat\0044.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0045.jpg,..\Lab2\dataset\cat\0045.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0046.jpg,..\Lab2\dataset\cat\0046.jpg,cat
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\cat\0047.jpg,..\Lab2\dataset\cat\0047.jpg,cat
