C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0000.jpg dog_0000.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0001.jpg dog_0001.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0002.jpg dog_0002.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0003.jpg dog_0003.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0004.jpg dog_0004.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0005.jpg dog_0005.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0006.jpg dog_0006.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0007.jpg dog_0007.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0008.jpg dog_0008.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0009.jpg dog_0009.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0010.jpg dog_0010.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0011.jpg dog_0011.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0012.jpg dog_0012.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0013.jpg dog_0013.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0014.jpg dog_0014.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0015.jpg dog_0015.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0016.jpg dog_0016.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0017.jpg dog_0017.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0018.jpg dog_0018.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0019.jpg dog_0019.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0020.jpg dog_0020.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0021.jpg dog_0021.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0022.jpg dog_0022.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0023.jpg dog_0023.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0024.jpg dog_0024.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0025.jpg dog_0025.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0026.jpg dog_0026.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0027.jpg dog_0027.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0028.jpg dog_0028.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0029.jpg dog_0029.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0030.jpg dog_0030.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0031.jpg dog_0031.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0032.jpg dog_0032.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0033.jpg dog_0033.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0034.jpg dog_0034.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0035.jpg dog_0035.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0036.jpg dog_0036.jpg
C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset\dog\0037.jpg dog_0037.jpg
